episode,speaker,line
Shanghaied,Flying Dutchman,i've been thinking stop bouncing this whole crew for eternity thing isn't working out it's not really you so much as it is me
Shanghaied,SpongeBob,you're setting us free
Shanghaied,Flying Dutchman,well actually i'm just gonna eat you see you at dinner
Shanghaied,Patrick,wait i have an idea
Shanghaied,SpongeBob,really what is it
Shanghaied,Patrick,let's leave
Shanghaied,SpongeBob,but the door is locked and the only way out is through the perfume department
Shanghaied,Patrick,let's do it
Shanghaied,SpongeBob,i always hate going in there
Shanghaied,Patrick,yeah
Shanghaied,SpongeBob,wait listen
Shanghaied,Flying Dutchman,dear diary i told them i'm going to eat them tomorrow i made up some of that brown sauce my cousin showed me just for the occasion ahh it's a good thing i found my dining sock again remember the last time i lost me dining sock i couldn't eat for a whole week yes sir sometimes i wonder how i'd survive if anything should ever happen give me back my sock everyone knows i can't eat without it
Shanghaied,SpongeBob,never
Shanghaied,Flying Dutchman,ok then give it to me
Shanghaied,SpongeBob,no
Shanghaied,Flying Dutchman,wait you're stretching out the elastic
Shanghaied,Patrick,it would seem we have reached an impasse
Shanghaied,Flying Dutchman,pink one is right tell you what you give me back the sock and i'll give you three wishes
Shanghaied,Patrick,make it five
Shanghaied,Flying Dutchman,four
Shanghaied,Patrick,three take it or leave it
Shanghaied,Flying Dutchman,ok uhh three you get three wishes
Shanghaied,SpongeBob,wow three wishes pat isn't that great
Shanghaied,Patrick,wishes i wish we had known that earlier
Shanghaied,Flying Dutchman,okay you got two wishes left
Shanghaied,SpongeBob,well we still have two more how exciting i wish squidward were here to see this
Shanghaied,Squidward,boy i'm glad all that's over
Shanghaied,SpongeBob and Patrick,squidward you're back
Shanghaied,SpongeBob,guess what the dutchman gave us three wishes patrick used the first one and i guess i just used the second one
Shanghaied,Squidward,well then the last one you owe me because you got me back into this mess
Shanghaied,Patrick,wait i think it belongs to me because i didn't really get a real wish so why should you get a wish
Shanghaied,SpongeBob,well that's not right because
Shanghaied,Flying Dutchman,that's enough using my mystic other-worldly powers i shall decide who gets the last wish eeny meeny miny mo catch a sailor by the toe if he hollers let him go my mother told me to pick the very best one and you are it
Shanghaied,Squidward,now think spongebob we're about to get eaten what can you wish for to make it so we don't get eaten
Shanghaied,SpongeBob,don't worry squidward i've got it all figured out he won't be able to eat us because i wish the dutchman was a vegetarian
Shanghaied,"SpongeBob, Patrick, and Squidward",hooray
Shanghaied,SpongeBob,we're home
Shanghaied,Patrick,you did it spongebob we're saved
Shanghaied,Squidward,but why have we been turned into fruits
Shanghaied,Flying Dutchman,hey i get a wish too fruit prevents scurvy hey get back here with that
Shanghaied,Patchy,ahoy children i'm back i hope all you boys and girls enjoyed the show because it's time for you to walk the plank oh sorry kids what i meant to say because it's time for fan mail
Shanghaied,Old-time crowd,hooray
Shanghaied,Patchy,and now the moment you've all been waiting for so get ready to blow milk out of your nose because we're gonna open a letter the envelope please potty thank you my fine feathered assistant
Shanghaied,Potty,brawk you're not welcome
Shanghaied,Patchy,hey potty do you smell something oh potty that fuse in your head i told you we're not doing that stunt
Shanghaied,Potty,brawk i didn't get the memo brawk
Shanghaied,Patchy,well that's it for patchy's pick hooray
Shanghaied,Flying Dutchman,that's enough using my mystic other-worldly powers i shall decide who gets the last wish eeny meeny miny mo catch a sailor by the toe if he hollers let him go my mother told me to pick the very best one and you are it
Shanghaied,Squidward,now think spongebob we're about to get eaten what can you wish for to make it so we don't get eaten
Shanghaied,SpongeBob,don't worry squidward i've got it all figured out he won't be able to eat us because i wish the dutchman was a vegetarian
Shanghaied,"SpongeBob, Patrick, and Squidward",hooray
Shanghaied,SpongeBob,we're home
Shanghaied,Patrick,you did it spongebob we're saved
Shanghaied,Squidward,but why have we been turned into fruits
Shanghaied,Flying Dutchman,hey i get a wish too fruit prevents scurvy hey get back here with that
Shanghaied,Flying Dutchman,that's enough using my mystic other-worldly powers i shall decide who gets the last wish eeny meeny miny mo catch a sailor by the toe if he hollers let him go my mother told me to pick the very best one and you are it
Shanghaied,SpongeBob,that's you patrick make your wish
Shanghaied,Patrick,umm
Shanghaied,Squidward,wait patrick listen i do not particularly want to be trapped here for all eternity eternity is a very long time understand
Shanghaied,SpongeBob,patrick you've got to think harder than you ever thought before
Shanghaied,Patrick,uhh
Shanghaied,SpongeBob,that's not going to do it think harder
Shanghaied,Patrick,uhh
Shanghaied,Squidward,come on patrick come on what are you thinking about
Shanghaied,SpongeBob,come on patrick yes think think really hard yes patrick you're doing good
Shanghaied,Patrick,okay i got it
Shanghaied,Flying Dutchman,your wish is granted
Shanghaied,Patrick,oh i'm sorry want some gum
Shanghaied,Squidward,you wished for gum
Shanghaied,Patrick,well if we're going to be there forever we might as well have fresh breath
Shanghaied,Flying Dutchman,ahh minty
Shanghaied,Flying Dutchman,that's enough using my mystic other-worldly powers i shall decide who gets the last wish eeny meeny miny mo catch a sailor by the toe if he hollers let him go my mother told me to pick the very best one and you are it
Shanghaied,SpongeBob,squidward you get to have a wish a great big wish
Shanghaied,Squidward,that's right and you know what i wish
Shanghaied,Patrick,no
Shanghaied,Squidward,i wish that i never met you two barnacle-heads before in my entire life
Shanghaied,Flying Dutchman,your wish is granted
Shanghaied,SpongeBob,hi there my name is spongebob and this is my associate patrick
Shanghaied,Patrick,hi
Shanghaied,Squidward,that's not what i meant
Shanghaied,Flying Dutchman,well then since you've been choosing to get out of the way it's time for dinner
Shanghaied,SpongeBob,and what did you say your name was
Shanghaied,Squidward,i'm squidward i'm your neighbor
Shanghaied,SpongeBob,oh nice to meet you squidward we have plenty of time to know each other i guess
Gary Takes a Bath,SpongeBob,gary looks like it's that time of week again bath time come on let's go get the water started you're gonna have to get in that tub gary now gary we can do this the hard way or the easy way or the medium way or the semi-medium-easy-hard way or the sorta hard with a touch of awkward-easy-difficulty-challenging way so that's how you wanna play it huh
Gary Takes a Bath,SpongeBob,gary check out this new toy fetch huh new boomerang pet ball really works hmmm
Gary Takes a Bath,SpongeBob,gary there's a bomb strapped to my chest it's gonna explode in 3 seconds unless you take a bath please i am now going to assault your mind with subliminal messages
Gary Takes a Bath,Subliminal Girl,
Gary Takes a Bath,SpongeBob,i'm sorry you had to see that hello fancy french restaurant i've got a naughty snail here who won't take a bath what can you say that again slow down it's like you're speaking some other language hey gar how 'bout some leap frog weehee okay your turn hey gar how 'bout some leap frog i've got a crisp dollar bill for the next fella to take a bath in this house ya-da-da-da that didn't work either huh gary gary look what i found it's an old pirate treasure map revealing a location of buried pirate treasure in this very house come on boy let's go get that treasure whoo okay gary now 40 paces to the left 1 2 3 4 5 6 7 8 9 10 24 25 26 twenty seveeen 40 the treasure must be in here wow gary look a pirate treasure chest
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,why no gary this isn't the bathtub it's treasure look doubloons don't drop 'em look at this brooch
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,i don't know what a snail would want with a brooch now why don't you just get into the tub get in the tub get in the tub get in the tub in the tub in the tub now gary are you gonna get in this tub or am i gonna have to gary could you gary no gary alright gary you have duped and or frustrated me for the last time so if i can't get you to come to the bath i'll just have to bring the bath to you psst gary bath delivery come back gary i have something to chair with you dishes more like it water you waiting for gary
Gary Takes a Bath,Gary,
Gary Takes a Bath,SpongeBob,aww stuck in a tree it's time to clean up your act gary oh no i bathed gary too hard and removed his skin gary bring that ladder back this instant i am really not amused mister you are going to take a bath and you are going to get clean right now
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,i am so the boss of you
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,it may be a free country but you live in my house under my rules
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,don't use that tone of voice with me you will do what i say when i say what are you doing i am talking to you mister do not go near that mud puddle gary the snail do you hear me i am giving you three seconds to get away from that mud puddle one two two and a half don't make me say three gary gary gary gary i'm a dirty boy
Gary Takes a Bath,Gary,meow
Gary Takes a Bath,SpongeBob,yeah yeah gary i'm getting behind my ears
Welcome to the Chum Bucket,Mr. Krabs,come on spongebob it's quittin' time i've got a card game tonight
Welcome to the Chum Bucket,SpongeBob,who're you playing cards with mr krabs
Welcome to the Chum Bucket,Mr. Krabs,i'm going over to the chum bucket to play with plankton
Welcome to the Chum Bucket,SpongeBob,plankton but mr krabs he's your arch-enemy he's been trying to steal the krabby patty formula for years
Welcome to the Chum Bucket,Plankton,ouch
Welcome to the Chum Bucket,SpongeBob,why would you play cards with him
Welcome to the Chum Bucket,Mr. Krabs,between you and me plankton is the worst card player in bikini bottom why i've been taking him to the cleaners every thursday night for fifteen years i never lose
Welcome to the Chum Bucket,Mr. Krabs,
Welcome to the Chum Bucket,SpongeBob,taking him to the cleaners that a hot one how'd the card game go last night mr krabs
Welcome to the Chum Bucket,Mr. Krabs,i lost
